Temp. Ambiente,Potência Gerada
13.9,473.76
26.64,432.93
21.5,460.18
11.61,476.81
6.13,484.12
12.72,471.23
17.29,460.66
31.8,426.5
19.16,451.0
23.62,438.33
7.87,486.2
25.78,441.71
29.29,428.73
29.58,433.91
24.29,443.28
25.25,444.05
31.74,425.12
7.39,487.84
28.5,433.08
29.98,445.3
22.94,445.31
25.85,433.06
21.09,443.51
27.28,438.0
23.86,441.22
13.33,474.07
23.66,438.59
16.8,456.42
22.12,442.51
24.82,439.91
11.09,490.96
7.64,483.38
27.78,439.43
6.49,485.95
10.97,478.69
25.27,440.39
14.07,463.77
18.9,455.94
4.49,485.78
5.94,485.86
21.94,453.3
21.35,445.83
7.94,480.38
23.6,451.97
29.73,439.06
10.51,479.15
8.7,478.69
29.6,438.47
24.26,442.9
20.61,450.46
14.2,465.29
8.77,469.1
27.38,434.47
12.98,473.54
32.38,430.17
19.2,448.17
27.37,437.24
18.77,454.54
21.95,442.84
26.73,434.76
16.02,456.35
18.86,452.0
21.7,448.51
20.25,462.44
11.42,479.23
6.37,490.47
14.54,468.93
24.43,445.68
15.92,464.14
27.51,430.42
23.64,447.86
9.0,484.08
28.98,432.2
18.31,455.5
15.82,460.2
14.88,468.55
27.49,445.66
10.74,479.94
18.21,455.88
17.2,462.55
8.66,479.66
20.59,463.08
22.86,451.82
23.31,448.2
16.71,465.09
4.97,489.96
31.95,432.79
13.89,468.54
26.92,437.35
23.0,437.6
25.95,444.19
14.84,467.83
22.5,442.4
31.84,433.28
19.35,465.28
24.26,437.4
21.95,443.93
16.07,450.54
30.21,430.83
13.66,473.12
9.76,482.38
15.69,464.17
5.29,492.12
26.72,442.48
12.68,466.64
29.24,440.12
19.09,463.3
5.06,483.73
26.23,445.28
27.15,433.09
23.47,447.16
19.78,465.49
13.07,471.19
8.52,482.96
10.39,479.0
30.2,436.17
23.93,440.66
21.11,447.83
16.59,455.42
30.52,438.29
15.74,462.66
21.25,448.43
12.25,475.24
6.49,484.94
14.1,461.34
24.62,449.8
16.0,462.33
28.67,434.73
29.18,428.52
26.8,447.85
16.76,462.44
9.44,483.18
11.44,476.06
13.45,474.1
16.46,456.64
12.91,464.61
18.58,444.28
13.1,470.75
13.45,460.57
10.01,479.24
17.32,462.74
21.49,450.07
23.56,445.36
11.02,472.11
33.62,431.03
4.56,493.87
14.87,464.84
10.77,470.66
21.45,451.49
13.24,467.81
22.64,449.79
11.72,474.7
26.74,447.88
12.51,452.84
9.88,480.05
25.0,437.67
25.51,437.07
11.22,480.71
21.7,446.46
19.83,448.03
12.34,466.47
10.4,470.79
13.61,466.17
25.55,442.3
13.2,468.58
25.88,434.4
14.75,468.14
7.82,481.52
11.7,470.88
6.37,489.18
23.98,443.45
24.8,441.0
23.89,444.99
27.88,429.62
7.19,483.04
24.2,448.43
33.82,432.13
14.69,462.63
24.82,434.46
12.59,471.63
19.05,454.28
5.51,489.36
33.7,427.4
26.05,438.59
14.45,467.62
30.48,429.85
19.68,456.89
21.34,458.13
23.03,447.84
24.2,441.93
24.54,443.67
32.27,429.72
7.61,480.68
13.86,461.56
24.35,444.35
29.12,435.2
18.03,450.33
10.59,478.74
27.69,433.47
15.21,460.56
16.92,460.86
26.16,437.24
13.78,466.41
17.66,456.62
30.12,429.31
17.69,464.13
23.14,442.27
13.98,467.97
24.41,435.38
14.38,459.66
22.75,439.91
26.94,443.9
18.8,453.9
24.45,445.01
23.77,434.08
24.62,448.58
18.85,446.7
21.94,442.63
25.61,444.77
18.97,453.2
23.46,444.82
21.04,443.44
4.23,489.0
24.42,438.39
23.1,440.64
24.98,441.33
32.96,438.93
22.1,442.35
32.27,427.56
12.36,465.14
13.11,471.61
13.18,468.36
8.03,492.26
15.49,462.28
30.02,429.5
14.73,470.03
4.78,479.09
30.3,426.52
9.63,477.38
13.24,477.22
22.93,448.02
14.55,457.77
26.42,443.94
18.88,464.63
24.47,436.29
14.81,470.41
12.8,467.69
9.72,480.05
17.74,454.37
29.65,430.88
22.19,453.03
29.79,440.27
27.13,434.47
24.62,435.88
28.65,432.73
31.86,435.72
27.56,442.43
12.29,469.75
8.84,481.58
30.62,435.84
3.99,492.06
23.38,446.54
27.46,431.81
29.22,436.32
22.22,447.1
6.8,487.33
4.49,494.24
22.53,444.69
23.63,440.74
10.06,476.92
11.09,478.37
7.64,484.45
33.95,427.25
32.38,429.31
9.42,477.01
25.92,448.37
18.5,451.23
13.12,463.46
34.33,430.56
29.29,438.84
16.4,456.11
21.44,450.57
11.45,476.0
14.62,464.51
29.29,435.69
10.16,477.49
25.45,445.61
31.98,432.2
25.93,433.25
32.51,433.76
11.38,469.9
10.39,478.58
13.6,467.42
30.11,444.42
33.24,435.5
25.59,435.84
24.33,445.36
28.92,436.76
15.62,457.3
7.49,483.26
18.33,468.8
21.38,445.71
24.13,436.22
9.53,484.0
8.83,483.38
26.37,451.78
15.04,467.96
25.13,447.7
22.26,444.73
31.07,436.16
30.74,430.69
13.08,467.06
26.18,431.69
14.22,469.75
10.95,477.23
30.62,432.66
26.96,429.48
23.25,448.82
8.0,487.17
12.66,466.49
23.04,437.65
31.41,434.88
29.51,431.18
21.96,447.31
26.45,436.89
12.79,464.35
14.63,466.36
14.74,463.61
23.56,441.92
17.34,458.5
13.26,472.17
19.46,451.89
29.96,433.13
21.38,445.8
19.48,457.16
12.99,472.95
25.79,434.65
11.46,475.51
26.38,434.26
5.23,488.5
15.36,465.01
9.19,475.42
5.89,493.9
34.29,427.62
19.21,452.84
14.02,465.39
29.12,432.46
2.58,488.69
12.61,463.36
20.48,455.51
7.3,482.96
22.7,444.02
29.78,441.51
15.3,463.7
10.39,478.05
13.1,466.08
24.92,445.56
10.89,479.16
6.81,487.45
23.63,442.65
32.39,430.12
20.64,454.2
26.89,435.56
19.02,455.42
20.78,446.2
8.72,479.94
22.45,460.07
24.2,443.09
10.8,478.21
31.48,438.19
19.09,458.41
24.38,446.02
19.46,452.11
26.63,428.8
10.26,474.16
31.01,430.82
3.95,492.46
25.99,434.7
18.25,462.78
14.46,462.6
29.09,439.34
12.53,469.18
20.35,446.42
5.82,492.12
10.52,466.75
14.1,465.89
21.98,442.65
23.6,444.38
26.53,445.11
28.22,438.43
26.13,435.34
4.11,488.05
30.75,429.18
13.27,468.86
11.91,472.88
18.24,449.48
30.01,435.94
11.41,466.83
14.39,472.43
20.75,448.58
11.36,473.55
27.94,441.0
11.28,475.14
14.69,434.12
24.23,443.06
9.44,474.03
21.83,448.21
14.79,470.28
23.29,441.17
21.75,452.89
17.33,460.67
17.53,457.28
22.61,453.86
13.34,471.82
15.85,469.4
12.43,468.01
20.34,453.62
14.52,466.88
31.92,436.38
22.89,440.15
20.84,448.98
18.81,450.72
28.95,432.39
16.82,449.57
11.2,476.87
9.13,484.86
15.24,456.33
5.68,486.79
30.32,436.72
17.89,463.99
33.38,430.98
26.19,443.73
12.59,474.11
17.62,465.93
22.06,451.44
18.28,471.42
16.62,457.89
22.83,442.43
12.04,463.51
19.51,448.28
24.65,431.77
16.14,463.5
19.27,455.09
6.5,483.72
6.43,480.58
23.46,444.66
5.68,487.58
20.12,454.54
27.75,437.58
14.32,467.21
28.29,437.13
15.08,461.68
10.98,476.31
31.85,431.26
19.54,456.61
23.17,439.29
20.28,452.45
10.08,469.17
28.5,444.88
15.16,459.19
28.02,434.95
25.38,447.41
27.55,431.33
6.45,481.36
14.43,466.58
14.22,470.98
12.1,477.61
9.83,480.47
32.0,428.69
11.83,470.32
29.92,444.78
7.22,476.15
13.07,468.9
10.08,478.73
23.89,433.71
18.88,451.13
20.68,446.33
13.99,473.2
7.4,486.81
11.77,475.49
22.64,447.21
18.13,454.85
23.18,439.12
29.45,432.53
10.2,479.7
26.57,439.54
22.78,444.99
25.59,443.91
18.66,459.45
24.66,432.68
21.9,439.06
12.12,471.19
14.95,468.61
19.31,455.25
30.93,432.44
26.27,447.76
19.46,454.89
15.56,461.21
8.99,476.09
22.16,444.76
24.43,441.61
20.78,452.3
29.51,432.45
12.4,476.44
28.92,431.5
13.03,475.03
28.73,436.12
26.43,431.26
17.61,457.01
21.79,449.99
5.11,486.41
12.85,472.69
25.03,443.55
25.35,436.51
28.95,440.67
19.72,446.01
30.03,426.13
8.7,479.03
14.94,460.51
7.07,481.58
21.12,462.41
8.6,484.21
10.33,476.99
16.79,458.42
16.16,453.39
22.52,445.4
22.11,450.62
14.11,464.7
24.97,447.83
19.22,451.8
13.72,470.66
24.58,433.99
9.16,480.98
20.92,453.96
26.7,438.46
9.04,479.53
10.16,480.74
3.85,489.78
22.7,448.76
28.54,433.3
31.54,427.31
10.48,473.3
16.77,465.52
17.84,450.67
21.76,446.86
12.24,474.76
13.25,453.8
17.28,459.26
34.96,431.48
28.51,434.43
32.29,430.58
15.6,463.82
26.91,438.73
23.55,437.88
15.49,464.24
19.68,453.58
24.87,436.41
24.73,437.93
11.31,471.92
15.24,463.09
23.16,438.29
14.81,467.66
13.97,459.84
23.25,442.21
22.47,444.5
16.38,462.58
19.73,450.26
30.24,436.37
28.13,436.61
24.6,434.07
21.64,442.52
29.03,435.09
25.02,444.08
23.32,436.18
11.48,470.39
13.83,466.2
26.77,432.91
15.34,458.55
28.14,436.53
8.6,481.86
21.86,449.9
7.71,481.74
22.7,448.96
27.21,439.04
24.58,459.79
10.06,478.35
26.34,437.52
20.48,448.03
6.19,485.08
13.08,472.01
21.87,442.37
18.91,460.19
11.92,472.5
12.27,473.84
5.17,491.32
15.93,462.7
22.21,446.62
20.84,445.74
22.53,449.02
16.27,454.88
27.37,433.18
13.18,464.7
27.69,435.08
14.0,465.62
18.88,445.61
24.18,438.85
19.19,449.52
28.37,435.94
27.55,440.53
5.96,488.2
28.52,441.98
26.49,441.16
22.65,440.52
7.04,488.0
30.13,434.14
29.32,432.17
10.46,473.76
19.62,456.81
10.71,478.76
26.06,442.24
8.2,474.04
25.32,438.5
15.75,468.87
30.26,435.04
9.86,477.78
20.56,462.11
27.28,441.94
22.89,448.13
27.59,437.98
31.11,434.22
13.8,466.29
21.8,452.15
14.28,469.92
9.99,475.75
17.65,450.93
19.47,457.08
16.64,463.49
16.95,457.05
25.95,434.38
14.09,472.42
11.21,480.61
20.25,455.13
17.72,457.44
13.78,467.43
5.57,488.85
18.23,455.53
23.89,438.97
32.16,434.5
25.62,439.13
21.69,461.56
13.9,465.31
25.88,434.81
25.03,439.55
17.7,456.78
13.98,467.2
23.36,434.15
26.55,433.44
25.16,452.64
23.82,440.52
29.86,437.47
25.42,442.6
8.33,479.12
26.2,440.07
31.49,432.13
28.05,434.06
9.7,475.77
15.94,462.54
18.52,446.68
14.5,463.53
25.66,429.25
24.29,442.18
13.87,462.46
6.1,485.24
21.91,439.29
29.34,433.57
23.93,444.9
7.77,485.54
28.07,428.87
28.34,432.0
18.59,450.4
28.68,440.57
19.01,446.18
21.29,452.94
9.78,469.58
19.65,461.16
8.54,478.31
21.39,449.76
13.25,472.22
13.53,466.71
5.35,483.2
32.0,440.26
26.92,435.17
25.82,436.67
26.41,441.49
4.27,487.19
17.79,457.72
17.47,456.97
28.53,431.64
28.37,436.42
22.88,436.36
10.16,465.05
4.59,494.9
9.23,481.77
23.81,438.32
17.98,452.57
12.38,467.47
12.88,474.94
23.26,446.67
25.98,439.0
10.01,479.4
8.55,480.68
16.85,460.68
23.48,450.05
19.64,451.45
22.0,439.37
22.54,446.64
28.18,430.55
31.04,435.17
10.81,482.63
21.84,454.99
24.96,447.2
22.19,444.85
31.01,434.64
19.05,457.5
17.37,456.29
24.07,438.41
23.0,421.57
20.05,457.01
24.03,445.84
31.44,431.69
7.36,477.37
20.53,446.64
29.21,434.64
20.68,447.84
32.96,435.56
26.29,439.86
29.25,430.49
31.91,429.29
6.67,490.03
14.56,467.53
20.3,451.74
20.74,450.4
23.51,445.75
32.32,432.53
25.79,434.65
22.26,440.21
5.53,484.25
16.05,456.94
9.98,463.16
18.47,452.51
26.55,434.55
27.67,433.29
29.63,433.26
9.32,481.88
29.04,430.32
19.27,449.42
21.55,443.48
8.35,474.79
24.71,443.39
21.85,447.31
11.2,479.03
25.21,436.02
21.75,446.64
23.59,435.67
27.57,444.71
15.03,459.46
3.6,488.98
27.81,439.48
21.41,443.63
6.4,488.82
31.03,436.13
14.09,466.12
31.38,433.44
30.21,434.91
23.81,438.11
21.4,444.15
15.14,468.31
16.34,453.6
25.64,442.62
14.2,460.42
29.91,430.26
22.64,441.99
32.5,427.63
25.73,444.85
32.35,432.72
18.1,465.46
15.32,459.31
21.41,448.11
18.87,458.64
27.3,438.65
14.2,465.35
8.61,478.25
27.98,436.82
23.97,441.65
20.63,448.25
23.63,437.7
24.84,436.36
25.76,433.75
6.77,484.31
21.75,445.1
18.21,468.4
23.09,438.56
21.28,438.7
29.04,437.95
11.98,472.43
11.4,465.79
4.32,488.03
15.77,468.78
17.75,468.86
19.26,450.66
23.85,439.67
26.77,449.1
25.2,447.09
21.84,448.61
20.17,455.25
21.74,441.22
27.53,433.72
21.95,455.23
8.03,481.51
15.25,471.05
32.16,434.01
24.81,442.75
14.85,470.37
28.32,428.06
22.21,445.77
5.53,479.88
25.31,437.33
15.86,459.42
23.47,444.46
14.08,466.99
20.15,462.65
13.07,471.47
26.75,434.57
32.31,450.13
30.18,436.92
9.15,477.78
8.57,484.17
24.68,447.96
5.97,489.03
17.54,471.28
24.98,446.46
25.54,436.14
27.45,440.0
23.24,457.01
11.04,474.45
17.06,461.15
3.82,489.04
12.1,463.11
11.72,470.8
14.66,462.77
22.45,444.26
23.46,435.36
30.15,426.8
31.74,431.72
21.4,434.09
16.56,464.62
27.45,450.46
13.69,471.26
12.67,473.13
19.77,448.26
28.04,435.42
13.35,474.57
20.54,440.28
21.67,452.56
25.61,451.42
18.03,457.73
5.85,480.59
10.38,466.46
23.36,435.85
12.91,472.71
15.35,455.54
30.69,435.17
30.58,437.17
18.15,449.48
12.38,472.53
34.65,427.69
10.99,469.34
33.72,428.96
19.09,461.36
21.43,445.29
34.33,435.76
30.59,429.13
32.0,433.72
3.96,489.68
32.45,429.99
28.91,437.53
32.26,431.96
23.39,439.92
29.27,425.55
16.37,459.18
18.68,463.02
24.86,447.25
5.12,481.28
32.55,439.81
19.81,460.59
8.46,474.42
23.71,449.41
30.52,426.14
22.79,446.16
19.05,455.76
25.72,439.97
9.64,483.39
29.49,434.43
23.4,446.05
10.36,477.23
16.74,460.47
17.07,464.6
27.43,431.21
23.1,451.01
28.25,429.39
30.92,434.12
26.75,444.09
6.62,479.74
12.69,472.68
18.04,461.13
19.15,456.4
12.08,474.07
15.67,462.96
34.63,428.54
7.46,482.83
19.61,454.22
10.96,473.28
24.15,440.15
8.09,484.81
21.59,446.83
25.03,446.33
10.24,465.86
24.2,446.87
20.24,449.49
31.82,433.32
14.17,464.17
10.07,478.65
29.79,428.44
12.51,471.96
18.91,450.24
7.98,479.78
31.67,439.72
17.59,454.51
25.96,443.44
15.35,468.94
22.39,448.58
30.85,430.8
24.02,449.66
16.25,464.33
24.33,449.07
28.78,432.66
25.01,441.3
22.98,445.05
17.85,458.16
24.24,437.75
5.09,481.24
12.68,475.37
29.56,436.46
18.46,458.67
10.07,470.99
21.49,452.46
16.69,458.96
28.77,448.06
15.03,464.91
28.62,431.03
14.84,454.16
23.33,442.71
26.1,441.53
12.72,467.28
26.34,438.5
30.54,434.62
7.09,483.42
23.47,442.13
9.78,484.03
13.61,471.79
24.96,440.91
25.68,444.36
23.01,445.72
30.28,439.06
5.86,480.71
9.68,475.02
26.04,433.78
12.0,476.64
15.45,464.37
30.09,435.2
11.23,475.85
10.59,479.85
19.89,448.98
14.35,473.56
5.47,481.56
16.11,460.99
26.03,440.6
30.61,439.9
22.54,442.28
11.67,475.07
11.71,474.22
10.91,469.42
29.53,432.43
30.54,435.46
10.72,480.62
25.54,437.58
24.89,444.21
29.33,438.25
9.33,473.78
20.76,449.25
28.78,439.74
19.62,463.33
24.92,445.44
11.33,468.87
22.12,447.77
18.27,460.41
15.9,464.93
14.67,458.8
17.94,467.65
18.92,451.64
15.27,456.72
16.31,450.33
4.99,493.16
24.07,441.84
20.03,447.4
15.83,464.93
25.44,433.02
23.38,440.28
30.17,439.75
29.97,430.37
6.86,486.14
21.87,451.97
20.46,444.88
12.03,474.94
32.21,429.66
33.08,434.98
5.66,484.15
19.35,447.43
23.43,444.09
11.18,472.02
28.37,441.37
11.49,471.47
18.87,454.58
20.3,453.29
12.39,468.43
33.13,433.73
18.26,452.03
11.21,474.03
18.19,456.13
12.6,474.23
20.18,450.09
22.89,450.53
12.19,468.91
25.86,440.9
15.33,452.82
17.3,450.83
11.52,477.19
32.09,432.85
24.82,435.68
27.85,429.0
25.72,434.83
25.61,438.45
22.18,455.4
13.92,465.33
14.26,462.87
27.02,438.33
14.29,468.63
11.23,475.85
17.57,463.64
12.67,462.35
27.42,440.52
15.63,466.69
13.74,466.67
29.61,434.14
30.39,428.89
15.24,460.94
12.52,464.71
24.56,447.57
16.39,455.05
10.64,468.88
18.06,454.34
12.81,475.5
10.03,475.74
22.74,447.86
20.65,455.5
8.19,485.2
14.08,464.16
8.74,481.07
28.9,437.06
13.95,464.79
7.89,477.27
25.17,442.15
26.94,430.34
14.08,461.58
14.32,457.92
24.63,440.67
26.59,430.11
11.62,471.56
17.32,464.5
20.39,457.37
11.64,479.53
22.08,455.79
17.77,457.98
22.43,436.19
21.87,453.62
25.59,432.49
15.24,454.64
8.14,480.66
21.2,444.57
10.9,477.04
17.23,464.18
14.03,463.71
8.42,481.91
29.09,438.97
4.08,489.44
29.72,430.36
5.98,484.51
28.83,429.13
12.9,464.26
34.61,438.56
18.32,454.11
27.37,428.05
16.02,462.51
22.1,442.83
6.93,484.98
6.75,486.26
25.42,439.43
23.05,445.46
7.23,483.31
22.59,442.0
9.06,479.53
11.82,475.61
25.14,437.4
25.21,432.93
10.54,479.65
32.42,436.26
19.88,467.68
24.73,439.3
12.67,463.68
11.02,474.01
18.09,455.07
19.67,464.99
19.96,454.67
12.3,474.46
21.99,446.93
25.35,435.72
6.22,483.55
15.69,465.41
21.44,448.84
24.27,450.26
21.55,443.93
23.74,463.4
11.94,474.02
23.45,436.46
17.36,456.98
17.51,449.59
22.23,448.27
27.01,439.51
19.96,460.49
24.43,440.99
24.26,442.86
23.45,435.13
15.95,465.35
23.03,453.77
15.47,457.55
7.71,471.38
14.27,458.19
11.02,477.62
23.25,438.51
13.45,464.59
12.87,467.54
8.16,483.17
27.93,435.95
20.12,453.33
16.5,459.06
18.92,446.77
26.04,433.55
19.23,450.77
31.11,434.3
25.45,435.12
14.56,466.29
28.18,438.91
21.9,449.95
22.04,442.45
29.83,426.98
25.21,445.84
31.11,437.2
18.94,451.38
23.34,445.24
22.5,445.22
32.38,430.96
7.39,482.99
21.84,442.11
14.72,464.22
24.67,455.31
23.17,441.77
19.66,446.28
23.95,435.92
31.07,428.63
27.03,430.41
10.96,471.05
7.84,485.66
31.3,433.53
15.76,459.67
23.09,453.45
16.9,459.87
17.98,451.97
13.86,463.49
15.47,462.58
7.11,475.55
29.52,433.82
7.94,486.33
29.7,433.27
23.5,457.51
20.03,449.31
8.49,480.35
12.48,475.96
9.96,477.85
16.64,460.93
14.35,468.9
9.07,484.5
12.57,475.61
9.32,477.91
27.17,431.73
24.48,456.02
6.69,483.82
14.89,465.95
22.32,440.21
7.64,481.53
25.34,439.8
6.05,485.02
16.72,458.25
20.82,449.59
18.94,441.41
22.72,436.7
22.02,440.26
15.67,463.17
6.17,495.21
20.14,453.35
28.05,449.73
9.77,481.74
18.91,448.24
15.55,466.2
11.95,464.57
15.33,466.81
25.62,444.94
26.75,443.92
19.37,450.18
10.32,479.61
16.85,463.37
12.42,466.59
20.3,446.68
14.1,466.1
11.77,472.22
26.16,446.73
26.85,426.58
12.86,472.04
14.12,459.76
12.87,471.48
26.23,437.85
10.63,483.27
15.62,459.72
25.95,432.21
18.77,458.58
10.22,474.32
17.67,456.16
20.89,442.5
22.5,443.35
32.45,431.79
10.31,471.78
20.08,448.74
28.28,445.61
8.4,486.5
24.31,444.72
7.53,475.7
25.17,432.45
6.9,479.97
23.03,447.81
13.17,470.63
25.09,439.77
19.13,457.83
29.56,436.6
31.93,432.29
13.8,470.93
27.61,441.18
16.36,465.81
27.27,432.35
20.27,454.29
22.28,443.44
26.99,436.89
25.79,440.75
29.49,440.99
25.85,434.0
25.82,439.58
24.67,438.4
30.09,430.3
11.27,471.26
20.28,454.36
19.36,458.75
15.37,466.02
13.79,465.69
24.35,435.66
20.51,445.86
21.93,443.91
28.24,434.01
25.19,444.35
31.71,430.45
24.88,441.54
30.65,429.85
29.01,427.91
10.06,477.82
14.66,464.57
26.12,433.11
23.92,441.15
21.88,442.92
16.0,467.5
24.74,440.36
6.93,494.61
12.26,470.87
14.44,472.95
11.85,467.25
21.35,452.57
27.31,440.06
23.59,448.42
11.94,467.99
24.97,454.35
24.78,443.62
8.18,487.83
13.75,461.81
15.52,466.38
14.98,462.32
13.42,459.04
24.05,437.81
29.75,435.61
17.89,467.59
27.84,432.19
18.24,449.63
12.0,474.4
12.23,471.62
22.67,453.47
16.73,463.89
21.65,445.93
21.18,451.62
21.06,446.44
13.88,464.14
19.08,454.45
17.48,462.59
16.23,466.22
24.99,437.67
12.53,470.04
18.3,470.42
7.51,485.58
28.66,431.23
25.6,451.44
12.75,475.61
17.19,451.87
30.51,435.57
8.23,479.24
10.17,479.58
27.04,431.1
10.74,466.77
21.96,448.89
23.14,444.38
27.41,431.64
25.61,437.78
18.55,450.73
30.55,440.74
24.4,451.66
25.17,437.01
22.1,442.18
11.48,471.43
24.04,437.51
12.74,475.63
20.65,448.22
9.6,481.73
28.61,429.91
16.58,460.48
16.81,459.01
5.46,474.87
23.19,451.08
11.86,474.57
20.36,450.23
25.14,443.93
28.42,435.64
10.96,468.64
18.48,458.62
16.48,465.64
14.04,465.25
22.24,451.95
11.77,477.94
32.41,439.11
17.8,451.62
19.08,451.33
11.72,476.41
27.92,437.51
22.73,437.93
30.67,432.76
26.81,443.66
15.39,461.39
22.92,446.08
29.53,438.78
32.84,425.18
15.78,454.25
6.65,479.35
14.64,463.18
15.12,455.63
28.36,434.03
24.27,443.06
27.77,438.7
11.17,474.64
23.71,440.65
28.12,435.46
19.17,458.59
19.67,455.2
18.5,455.63
16.36,462.5
22.43,442.85
30.8,432.43
22.07,452.56
15.51,463.82
29.78,434.33
9.61,483.86
31.99,432.43
29.72,438.19
15.47,466.63
4.62,486.84
15.61,467.81
7.35,485.35
23.77,445.72
10.88,469.57
12.99,466.95
22.99,451.41
24.38,444.36
25.14,433.95
13.21,469.75
13.56,470.38
10.6,481.3
12.78,461.61
27.44,428.0
23.09,443.22
20.87,445.95
14.58,460.66
22.12,434.42
16.73,453.39
14.92,465.72
21.38,448.5
10.55,470.95
3.31,487.19
16.23,464.74
27.86,436.26
13.63,464.62
6.91,481.88
8.62,483.03
8.51,476.6
31.3,428.75
16.0,466.01
11.44,476.12
5.15,479.61
24.88,447.28
27.52,433.56
32.89,431.54
9.98,481.64
25.42,433.97
26.04,439.36
16.0,458.27
14.4,464.5
21.71,444.59
27.72,434.02
9.34,482.06
31.12,427.06
12.14,476.68
12.24,475.32
25.67,441.35
28.6,439.74
33.63,430.05
20.23,452.5
13.3,469.13
20.77,452.71
20.0,454.86
7.34,483.92
21.71,444.91
25.16,442.0
17.35,467.85
21.6,450.84
9.89,478.13
13.32,466.3
24.8,453.56
26.38,442.13
19.93,455.15
9.33,479.6
13.85,468.35
24.51,447.04
27.78,439.92
23.85,441.99
13.75,471.42
34.2,427.05
19.04,444.54
24.85,445.18
22.51,453.08
26.88,446.77
15.48,463.67
23.56,439.27
19.43,456.08
29.97,434.14
18.97,459.68
21.37,434.38
20.09,451.43
22.41,435.75
24.51,447.66
26.01,435.82
28.32,433.59
13.68,467.02
8.83,474.51
24.75,444.79
30.64,437.43
26.68,441.54
23.38,440.9
23.48,432.25
14.03,467.16
24.26,439.16
13.08,462.41
23.78,443.06
27.71,440.7
21.97,447.05
15.54,463.06
31.03,429.35
31.12,429.41
7.11,487.85
13.07,461.71
22.86,447.96
6.14,481.66
14.3,465.42
17.93,458.96
25.9,434.84
23.72,447.13
13.83,469.81
21.71,438.41
28.76,432.3
15.28,463.44
13.95,468.21
22.19,449.4
22.75,448.32
28.52,431.36
23.9,438.73
31.88,438.42
10.4,480.04
21.31,455.34
29.72,431.22
20.92,455.32
13.48,474.72
21.36,443.93
6.75,484.05
18.11,454.29
26.2,430.89
22.89,446.15
26.12,441.46
9.84,479.65
14.13,464.17
9.05,479.43
22.21,444.57
18.73,454.71
10.53,477.99
21.47,446.33
6.03,488.57
23.55,446.44
9.26,471.79
14.18,468.35
6.67,488.13
24.1,443.09
25.35,436.29
23.21,448.09
11.44,477.57
12.75,466.93
30.01,428.6
27.18,449.7
8.3,484.07
26.2,434.08
22.4,446.91
14.66,467.87
24.96,438.23
26.5,440.15
24.39,445.39
3.91,488.67
14.8,464.01
10.22,477.22
13.48,463.9
17.83,453.86
31.63,437.54
23.16,438.48
21.7,448.76
13.92,454.15
12.22,474.96
21.62,445.92
9.3,480.14
32.55,432.07
13.32,472.33
19.83,446.15
22.16,451.86
15.81,456.91
24.46,440.58
29.1,436.85
24.37,443.53
7.48,488.43
8.58,480.96
19.69,453.96
18.14,461.71
18.21,461.73
27.07,433.61
15.62,465.7
25.61,442.96
15.41,472.28
20.0,449.68
25.87,442.87
14.43,468.83
9.14,476.57
25.24,435.9
27.06,442.15
18.06,452.19
23.15,447.71
25.38,435.41
30.65,436.79
8.49,483.62
29.86,438.5
29.12,429.94
10.35,477.76
30.3,440.79
21.31,455.76
15.17,464.39
11.87,473.79
24.1,443.75
23.92,433.78
13.0,464.12
24.14,450.13
30.19,428.37
22.08,441.57
26.86,428.69
13.55,469.57
13.18,467.0
7.2,484.9
11.37,475.94
13.93,470.84
10.32,481.51
16.32,458.28
4.16,486.7
28.26,426.2
29.0,442.79
31.63,426.86
28.19,436.43
13.93,466.47
30.92,432.35
19.89,447.63
25.86,438.75
10.81,473.86
18.26,443.59
18.61,449.81
25.34,442.82
21.28,445.54
12.88,468.19
33.68,427.53
8.66,479.62
8.26,485.73
9.03,484.97
14.85,468.84
3.21,491.35
15.71,462.84
26.52,440.31
14.18,471.52
13.89,467.74
10.12,477.67
21.12,447.64
26.68,439.69
19.65,449.13
23.47,442.23
16.71,464.13
5.21,485.17
28.13,435.85
12.14,476.6
23.7,437.15
29.52,433.39
13.49,467.92
28.24,438.47
16.48,449.7
14.01,466.15
24.56,435.03
28.94,438.96
19.71,456.24
11.06,476.24
22.99,447.62
19.87,451.14
23.77,440.08
20.99,448.07
10.32,467.81
26.72,435.16
14.55,465.14
4.89,482.69
19.49,451.31
24.44,445.82
7.99,481.35
27.28,450.53
26.23,440.18
9.46,480.82
15.01,468.02
24.86,441.68
20.47,453.99
27.09,437.44
11.48,469.44
7.84,488.7
15.97,462.64
29.55,428.77
11.63,474.67
22.96,450.37
13.61,475.23
22.17,441.14
15.45,456.59
25.08,437.31
24.98,432.06
20.57,456.18
12.33,472.49
8.29,483.26
25.47,439.84
28.2,433.46
29.05,437.16
27.03,441.62
27.25,439.78
30.71,425.16
20.94,448.18
9.06,482.8
26.8,445.76
25.77,440.96
16.77,459.91
11.73,472.51
19.72,446.84
24.42,434.18
18.68,452.85
14.22,466.47
23.81,448.72
7.91,485.95
21.32,452.75
24.75,442.6
26.81,442.94
25.99,452.09
10.59,474.76
6.33,484.57
22.26,447.07
15.9,465.5
23.14,444.51
19.48,450.55
13.19,467.68
27.4,430.54
29.41,441.99
25.22,438.71
22.31,437.83
7.64,483.74
14.68,461.91
15.12,462.59
20.96,448.77
5.95,486.07
